attr1,attr2,attr3,attr4,attr5,attr6,attr7,attr8,attr9,attr10,attr11,attr12,attr13,attr14,out
0.6735346059794877,0.7528919094960237,0.7235418510816455,0.6608507964962307,0.6943715137049377,0.8203886115012564,4,4,4,4,4,4,4,4,0
0.06051092410518233,0.2580500995521899,0.3629618760148917,0.1590540492104321,0.303530111323832,0.37024237401952387,0,0,0,0,0,0,0,0,0
0.298166399228996,0.1985672162912397,0.20074574171994214,0.09054483194862387,0.17945427128011127,0.15849586606197094,0,0,0,0,0,0,0,0,0
0.2837771735813165,0.20248314642448126,0.24463050003527673,0.2513396182451518,0.3561568954578539,0.22521187111839716,0,0,0,0,0,0,0,0,0
0.7241965915963664,0.7692871441403876,0.8387437491270757,0.7339032041909074,0.6709155730119074,0.8137384936063189,4,4,4,4,4,4,4,4,0
0.8803388629676618,0.7162129501276023,0.777531144172861,0.751225646249155,0.8799731935492453,0.8230078178692144,4,4,4,4,4,4,4,4,0
0.6977606203767326,0.8088826791287947,0.7242606513113791,0.8286397407484316,0.730823047408004,0.8722891353069786,4,4,4,4,4,4,4,4,0
0.6054445761083694,0.8168036134610479,0.6361196317121918,0.8372021815968912,0.7417284447172425,0.7279760292642308,4,4,4,4,4,4,4,4,0
0.21589750653722806,0.27999499771478553,0.2671574126628293,0.3610796792535974,0.14381002365480128,0.3289269463844228,0,0,0,0,0,0,0,0,0
0.7514953233011076,0.7892698823257925,0.7346095107549375,0.75249867447787,0.8527598269854768,0.7813060023334208,4,4,4,4,4,4,4,4,0
0.16665255635918197,0.3513521556411765,0.19960318415538758,0.3005269612418387,0.28180638281890436,0.3514067391666388,0,0,0,0,0,0,0,0,0
0.33946606845361227,0.16953466871184822,0.2510168756036008,0.10279537697824606,0.14409854292775565,0.24855671304250976,0,0,0,0,0,0,0,0,0
0.28556429286333984,0.34899390867145685,0.18368275353565525,0.2466949808583439,0.2292477096988456,0.20129564164640745,0,0,0,0,0,0,0,0,0
0.07665951085400416,0.3511316554658923,0.27030119105046885,0.13728870893130218,0.3498327924995175,0.28506896268475573,0,0,0,0,0,0,0,0,0
0.6404885377316807,0.8206527401215247,0.7880928655897169,0.7880753570545687,0.7512627695528767,0.7296698723907201,4,4,4,4,4,4,4,4,0
0.2916092665089154,0.177423039557495,0.27676280277856913,0.29891264335275153,0.14328031604436478,0.36800709669979603,0,0,0,0,0,0,0,0,0
0.5964435778188804,0.7443384555244097,0.7421415417565472,0.7064886972527246,0.669093404676358,0.6849368701010414,4,4,4,4,4,4,4,4,0
0.3356479607826741,0.185867406888934,0.16343891698430263,0.17582211897774752,0.23288026694687472,0.19613988515341713,0,0,0,0,0,0,0,0,0
0.7176841831721313,0.8465717396401629,0.7642442427885129,0.6603197096804001,0.8470172709681768,0.9110394752985815,4,4,4,4,4,4,4,4,0
0.7159561061069365,0.7738972373881944,0.7292385294458965,0.7764577002890154,0.6628814245344032,0.8457563254881867,4,4,4,4,4,4,4,4,0
0.12899574487259524,0.3817030985679491,0.159614400987278,0.16872867512225595,0.08553200062792612,0.22523983480299226,0,0,0,0,0,0,0,0,0
0.19720060431382486,0.16416783074947794,0.2577110342688815,0.2452633461697351,0.22892292136622988,0.14955067026904403,0,0,0,0,0,0,0,0,0
0.8108166494603564,0.7515345761582654,0.7896396215405559,0.6572631073035436,0.6422729239989748,0.7185356157326132,4,4,4,4,4,4,4,4,0
0.3039757001678347,0.18067129330239431,0.24829559378674979,0.14726808635364522,0.1536134857259453,0.38175157344965616,0,0,0,0,0,0,0,0,0
0.21599444514625515,0.09569385338173308,0.2594291125485898,0.2462173379308229,0.3169530243843046,0.23074158057947675,0,0,0,0,0,0,0,0,0
0.24051397673006872,0.2976193402977039,0.19850009149237244,0.38837165493598236,0.12015690683153937,0.2597248765154837,0,0,0,0,0,0,0,0,0
0.7272370310253872,0.6259260082057383,0.6005936040464982,0.7847780924936986,0.7504296726690934,0.8807694588102006,4,4,4,4,4,4,4,4,0
0.1963898409186899,0.1862909514545707,0.372157613480408,0.1680782823515028,0.11712125472144397,0.337821669244859,0,0,0,0,0,0,0,0,0
0.14894260117439367,0.2233135044162382,0.301404298300599,0.32786994443219125,0.18124173117375503,0.08295378868609929,0,0,0,0,0,0,0,0,0
0.709749841300086,0.5771043616811642,0.8823772507863605,0.7640765487898242,0.723997004338803,0.7869369936295681,4,4,4,4,4,4,4,4,0
0.7925276032997859,0.8196919491467174,0.7711534152929362,0.8491548645713086,0.7587696197175691,0.8166925307648203,4,4,4,4,4,4,4,4,0
0.1908259390849408,0.23989089834618021,0.4268376799212763,0.2924010966477466,0.23504488232452414,0.1449954006578373,0,0,0,0,0,0,0,0,0
0.31688481170355315,0.13944197865373759,0.25740712328265386,0.30089836924487195,0.2835677398708103,0.3105201350274129,0,0,0,0,0,0,0,0,0
0.6813582717881942,0.7694328952728557,0.735723948470322,0.7095186932905839,0.6176151639720711,0.6850085023079315,4,4,4,4,4,4,4,4,0
0.2697506621741654,0.1931709721317178,0.26696874073554283,0.29632552612638113,0.23649268888900077,0.25520782639921696,0,0,0,0,0,0,0,0,0
0.3494498341746091,0.44122861654439716,0.1932805929141849,0.2507448113053754,0.20134107694063735,0.2587007388805974,0,0,0,0,0,0,0,0,0
0.32345988309683493,0.3024345514607528,0.20915713711069794,0.21932372326242383,0.28921540732805073,0.11250274069063365,0,0,0,0,0,0,0,0,0
0.2716651599120118,0.26229612180442974,0.1992068916782584,0.11003917820048437,0.4444137554915926,0.28584033374236534,0,0,0,0,0,0,0,0,0
0.7391319536027992,0.7821138454685037,0.6812479161959596,0.5784090329862627,0.9022367765434933,0.7488132568292704,4,4,4,4,4,4,4,4,0
0.8073038601471346,0.8067345932192012,0.9719917767917947,0.7928841630821649,0.7951495427689765,0.6937936877503225,4,4,4,4,4,4,4,4,0
0.6849855718985574,0.7179783024063848,0.7986600417899907,0.6139583007405749,0.7359498076592097,0.7461086871794237,4,4,4,4,4,4,4,4,0
0.22255977385732234,0.29795482571797,0.19742174332580834,0.2485399295309415,0.3140612099467471,0.29328596302928917,0,0,0,0,0,0,0,0,0
0.2538580732548884,0.2541362477413516,0.22217067717639166,0.18261680277276776,0.3295946770169858,0.27681431727182537,0,0,0,0,0,0,0,0,0
0.7139212484083172,0.8306015499482018,0.8759715867319737,0.658608423327522,0.786651050811165,0.8811287911903035,4,4,4,4,4,4,4,4,0
0.6958092672631672,0.8696410222240603,0.814565752177896,0.7606816094861585,0.9062505219079524,0.618117467213122,4,4,4,4,4,4,4,4,0
0.2899920651779109,0.17885760858623728,0.33664066662558767,0.2188940091818545,0.30739576052764483,0.1909904222757718,0,0,0,0,0,0,0,0,0
0.8521020686273777,0.8683419980088837,0.8140332224385896,0.731494929659316,0.7053315650970322,0.5722215611389998,4,4,4,4,4,4,4,4,0
0.8627566400908362,0.8347175406209167,0.7361614394104572,0.9347465025770121,0.4026215982259909,0.6132440668544012,4,1,0,4,4,0,0,0,1
0.20308859763951181,0.4242678406166086,0.35455434799320434,0.24126643599841674,0.21946672835700573,0.2750919399738657,0,0,0,0,0,0,0,0,0
0.26900528275092817,0.32496107505922517,0.21137416026168446,0.20733117003532345,0.3339861590255736,0.14979767764698154,0,0,0,0,0,0,0,0,0
0.32635003167166104,0.2225045483131802,0.3814651310937627,0.29836413755186264,0.38207272750202326,0.204314375773678,0,0,0,0,0,0,0,0,0
0.18144274268615468,0.2628958953839241,0.3342711907712623,0.21045791328558752,0.18383209904223313,0.21339480122646112,0,0,0,0,0,0,0,0,0
0.641805491632591,0.929544861281328,0.8046918029792522,0.7077487444861328,0.7463279628843107,0.7811699609473174,4,4,4,4,4,4,4,4,0
0.27397684024761587,0.36156402461516324,0.3041694653601153,0.1601016325192881,0.10149817627735608,0.28401421414014005,0,0,0,0,0,0,0,0,0
0.18825289106356624,0.34287657308060854,0.28555109321792166,0.25955592698891833,0.08115191242147662,0.22248515861616852,0,0,0,0,0,0,0,0,0
0.7940807866440586,0.7652962127949723,0.5749529761429213,0.6873593429860763,0.782415508391415,0.8621279861550722,4,4,4,4,4,4,4,4,0
0.7194267815975182,0.8145299182547615,0.7634600859014641,0.6855896944289839,0.7672625427030835,0.6468625498286191,4,4,4,4,4,4,4,4,0
0.20586484297383756,0.1684746463915056,0.39587507710147474,0.3152860851102894,0.19302327785601406,0.2820260121564725,0,0,0,0,0,0,0,0,0
0.6315051785007013,0.7407785360212507,0.7651529101219138,0.6966278611969225,0.7609513788252811,0.7442948285749791,4,4,4,4,4,4,4,4,0
0.4312110197110827,0.27368037977539494,0.4293813509265594,0.15395764519957073,0.36541912752866645,0.3672761581694359,0,0,4,2,3,4,4,3,1
0.2137994799577801,0.20521565680447815,0.36222903600788214,0.29729011775046427,0.0381442727177915,0.20000354872643122,0,0,0,0,0,0,0,0,0
0.738602234017944,0.837789394465324,0.7006750894728193,0.6597748501700504,0.6345589647625239,0.7576019042481694,4,4,4,4,4,4,4,4,0
0.7458244568346734,0.7848950594259134,0.7281030222560597,0.7429115681073476,0.834842066320533,0.751423474983251,4,4,4,4,4,4,4,4,0
0.3180786676878671,0.158960221306533,0.25327582223684325,0.09606045728128731,0.3939848248392963,0.19015073000872076,0,0,0,0,0,0,0,0,0
0.3332599214475917,0.21995468607282403,0.3714691129083741,0.1613662613585911,0.3016239003442549,0.3976788717111578,0,0,0,0,0,0,0,0,0
0.6176063040317092,0.8159655851887404,0.6846033566315995,0.8876097083151292,0.7165365477367933,0.7662820169848528,4,4,4,4,4,4,4,4,0
0.6837428184004688,0.8920309638896131,0.8829159307902171,0.8347507803312779,0.7960472359791075,0.9377865855723126,4,4,4,4,4,4,4,4,0
0.9519486343129703,0.8376408190022132,0.6714083431537781,0.7561263625586544,0.5777855302145561,0.8177752857247441,4,0,0,4,1,3,3,2,1
0.7660225413588186,0.8273628694281333,0.6964911591427585,0.8153654688359122,0.6881933119371039,0.7500384913873706,4,4,4,4,4,4,4,4,0
0.7988601989131443,0.7713844716923887,0.8075822525539007,0.7353422406686161,0.8316012896680459,0.68293459335666,4,4,4,4,4,4,4,4,0
0.16592043405931473,0.2597193897189049,0.31079003953277845,0.2723056798325578,0.3163573885654428,0.2727099484198374,0,0,0,0,0,0,0,0,0
0.2770194799744114,0.09649824824840447,0.21511372358051906,0.2514084837259077,0.18038073984390024,0.3356287294316421,0,0,0,0,0,0,0,0,0
0.7148069693199015,0.7522762197767505,0.7615234999606076,0.8334576620002023,0.6553347094512016,0.6729225129543979,4,4,4,4,4,4,4,4,0
0.04782927335118864,0.08098521309603915,0.3013361078613251,0.27118829533495076,0.3120260407938452,0.4660362792747499,3,3,0,4,3,3,2,0,1
0.6930538864613391,0.7548155395072718,0.8153521784517169,0.6696447967486392,0.7625001637635127,0.5504960866214357,4,4,4,4,4,4,4,4,0
0.7192413237238222,0.6768112193284662,0.6230098083082307,0.7858460633902418,0.6649655102262098,0.787805764533818,4,4,4,4,4,4,4,4,0
0.16480915469750212,0.19329313946112187,0.2566941931957989,0.29734751438765306,0.11094337803228024,0.30329091035659883,0,0,0,0,0,0,0,0,0
0.7504141724426251,0.6957038773616542,0.5904182082939585,0.8249178525539475,0.6991537030466661,0.788776670755916,4,4,4,4,4,4,4,4,0
0.7878121709231976,0.7565700781240174,0.7379424370560287,0.8125874486905665,0.8155525328903876,0.8143641507262465,4,4,4,4,4,4,4,4,0
0.30650663327547345,0.4108384346110409,0.3604878764509576,0.1952632913105646,0.22537504350101784,0.17409954930960594,0,0,0,0,0,0,0,0,0
0.37848516297646234,0.41086579493286357,0.31207224471782535,0.32364903420551167,0.2582586573914266,0.23400278239806122,0,0,0,0,0,0,0,0,0
0.8614981662628449,0.7492068344071996,0.7603303858335527,0.7019242813678004,0.6249713908981329,0.7473314147491222,4,4,4,4,4,4,4,4,0
0.2572128575829082,0.3354724666891134,0.17561095551047984,0.20296733838812156,0.23175262594512822,0.23688326671628562,0,0,0,0,0,0,0,0,0
0.7991853162662126,0.7868047137274126,0.6910330325168067,0.6885778886614724,0.6937743732223817,0.6912869610268682,4,4,4,4,4,4,4,4,0
0.25553342186832817,0.2933803917245369,0.17758794944879583,0.22380033865230595,0.2510855860776047,0.284973712234494,0,0,0,0,0,0,0,0,0
0.29090198026969805,0.3590296544756964,0.31943470485307346,0.1912849814625369,0.12313697951535932,0.253401832311833,0,0,0,0,0,0,0,0,0
0.11622033233709947,0.27506359326634106,0.24351664245591834,0.2945664183234945,0.2176385265597103,0.17434025335486994,0,0,0,0,0,0,0,0,0
0.184053070617549,0.425127219398017,0.2944035518990695,0.2784542180570647,0.10163781353458115,0.17237329385746875,0,0,0,0,0,0,0,0,0
0.9069054315391588,0.7959793735509767,0.7698927870591739,0.7292544021475261,0.6803563421901163,0.7972006196236067,4,4,4,4,4,4,4,4,0
0.7941995383628528,0.7454029525882807,0.8033343675797036,0.8886036860007998,0.654379732298414,0.8294574772340682,4,4,4,4,4,4,4,4,0
0.7081139059429901,0.786429065008721,0.782958243067537,0.7923035273405747,0.8313509535167929,0.7561785432790055,4,4,4,4,4,4,4,4,0
0.6896864611363108,0.6627980906098017,0.599062966030386,0.7077992802597225,0.7872067772607135,0.5710461122345646,4,4,4,4,4,4,4,4,0
0.2540469323377695,0.07341814033889946,0.30757274338255697,0.18881417220969057,0.13912331036830228,0.3384281326315308,0,0,0,0,0,0,0,0,0
0.717470404060035,0.7048045270525615,0.882095277820411,0.7700033921538987,0.762629775070855,0.851534695405873,4,4,4,4,4,4,4,4,0
0.20515278262912728,0.14730563283807419,0.23858293216136253,0.3289456764259456,0.3405307543578951,0.2760787620224142,0,0,0,0,0,0,0,0,0
0.775091162851743,0.7995251974325865,0.6710215724869815,0.7210869399676207,0.8458467356257238,0.7814259718984703,4,4,4,4,4,4,4,4,0
0.6164525824091333,0.6538331894941087,0.6994878534586344,0.7012219155499991,0.6994560538734045,0.8198481779534504,4,4,4,4,4,4,4,4,0
0.7432730097981026,0.5635182479908312,0.5543428044350578,0.7961417264735726,0.8823685538709555,0.7898401915354976,3,3,2,4,0,4,3,1,1
0.2733328341146143,0.32783015188519926,0.3350082768381273,0.04767936837268125,0.30081577868472076,0.29813595054934927,0,0,0,0,0,0,0,0,0
0.708217130502795,0.6282994596588931,0.7565375248195817,0.8749504371354372,0.5697823761635517,0.8495958845810595,4,4,4,4,4,4,4,4,0
0.19060427913005198,0.1941889059031646,0.31199284795738336,0.27002155928365323,0.2755708117631638,0.2949729704736672,0,0,0,0,0,0,0,0,0
0.3800875504767932,0.2993382733088539,0.13358238431058123,0.41380016433806965,0.3567220512507907,0.16173449445301216,0,0,0,0,0,0,0,0,0
0.09677414714956634,0.15175987086426024,0.21615696077834026,0.24225222522480294,0.32646390296366146,0.2343378913931972,0,0,0,0,0,0,0,0,0
0.7698602617236904,0.68881501696217,0.7589344314394382,0.7719322663616732,0.6687012296444067,0.7462239634009419,4,4,4,4,4,4,4,4,0
0.33516956850311797,0.3432077631718905,0.19495286984652646,0.2582164467975431,0.12559765231981238,0.15873267202143707,0,0,0,0,0,0,0,0,0
0.3190817100462283,0.08106561260346148,0.26910051534237694,0.2870559498037748,0.26666330008022904,0.49759734499945285,3,2,0,1,2,4,2,0,1
0.07455377297321844,0.33124817767373965,0.22409854239983218,0.39624628308453314,0.32835641849080865,0.2584299645585661,0,0,0,0,0,0,0,0,0
0.20912654881613804,0.24268549726046335,0.26681685267065824,0.13684183376050055,0.3757068639096552,0.4021444750647472,0,0,0,0,0,0,0,0,0
0.17779272356579295,0.27345796986055293,0.2590766033953696,0.20486581393350248,0.42183994417439097,0.20576946774672483,0,0,0,0,0,0,0,0,0
0.21432618305065332,0.2639664680420854,0.1721757057594944,0.2811414928610223,0.3468588098977038,0.33789895862449226,0,0,0,0,0,0,0,0,0
0.3184075004776602,0.24269736276757592,0.335812682112295,0.2212495803822129,0.13303026272308008,0.33894533053490705,0,0,0,0,0,0,0,0,0
0.2935252781063736,0.246698284467208,0.23496540337798855,0.19360244250431458,0.196390297734905,0.24420569249264273,0,0,0,0,0,0,0,0,0
0.6826301854239516,0.7735231428475801,0.6914271956808418,0.7911436238186031,0.5179982922270645,0.6618778134842087,4,4,4,4,4,4,4,4,0
0.2400110164737012,0.07428100592368855,0.09147746710190133,0.35878494342549916,0.16923358866401747,0.1705095726739558,0,0,0,0,0,0,0,0,0
0.7377180814291966,0.7921110184484952,0.7937140258685498,0.7638217656900972,0.6786672775566532,0.5318631034865384,4,4,4,4,4,4,4,4,0
0.8303951097439793,0.8209767664173901,0.717658084324029,0.6672476529900072,0.7867007218053169,0.7971213557128927,4,4,4,4,4,4,4,4,0
0.8739685930348815,0.6500639501278577,0.7204883627228647,0.7821739702618504,0.7314789651290472,0.8007077687772478,4,4,4,4,4,4,4,4,0
0.21522115730977312,0.23628804067199582,0.16248962775536746,0.21079377133414332,0.25683183675197,0.2122784225172969,0,0,0,0,0,0,0,0,0
0.20184448881084374,0.2594103287534056,0.20864899847865465,0.2700733032765143,0.30810234512957396,0.23103889711577383,0,0,0,0,0,0,0,0,0
0.2016894127582515,0.17479061560191192,0.26136243825458394,0.2385414070911411,0.09866375093802884,0.2961009271400786,0,0,0,0,0,0,0,0,0
0.31569916545620724,0.15035296578123164,0.24071819538991485,0.2778933031953495,0.2068416612495924,0.1675635559952193,0,0,0,0,0,0,0,0,0
0.13418936673532078,0.23777105192467765,0.3934162161062979,0.2832954440269845,0.31254185199177675,0.3502601542779127,0,0,0,0,0,0,0,0,0
0.8279054352146572,0.655379873537429,0.8468348767402709,0.677027547004895,0.6229144459841265,0.7727359418844862,4,4,4,4,4,4,4,4,0
0.1373227993961277,0.3442616097144212,0.13551246564895764,0.3084288136833417,0.3098280952128855,0.26945336972106654,0,0,0,0,0,0,0,0,0
0.5856543811713459,0.802012047967649,0.6768180176366055,0.76520077686328,0.9000768041154933,0.6837580338572979,4,4,4,4,4,4,4,4,0
0.6936958654732573,0.7437810335003038,0.7842312333668572,0.6714524097156522,0.5463633071906456,0.7642150161546664,4,4,4,4,4,4,4,4,0
0.16446036023869515,0.4085305954282239,0.21807397201367695,0.286960356288677,0.25496131181104,0.27690625073176567,0,0,0,0,0,0,0,0,0
0.7820570686150344,0.5792490678794939,0.8180797450535238,0.7220107526841164,0.6955000543161357,0.7489909240110005,4,4,4,4,4,4,4,4,0
0.16950599931428156,0.41289557572309515,0.26913862043533027,0.36638827387207057,0.31047310223311114,0.27207179797856423,0,0,0,0,0,0,0,0,0
0.2923520075081118,0.225235694627403,0.15460660160808265,0.12830449592125717,0.45507460182716664,0.3742694080453622,0,0,0,0,0,0,0,0,0
0.2429854648209491,0.21893362628084068,0.27029898674842967,0.31624642770318945,0.14077879389714987,0.3646584670474101,0,0,0,0,0,0,0,0,0
0.15469673866402037,0.24370604869771886,0.1438565942953536,0.2345791050660799,0.28503319525873677,0.269693850002343,0,0,0,0,0,0,0,0,0
0.22667590869316478,0.21394987341231064,0.20204783594419334,0.13508887702722341,0.28805207671765665,0.17621451827205634,0,0,0,0,0,0,0,0,0
0.7153698171572547,0.875701710814808,0.7853430131304487,0.7556632503412116,0.7254597064151852,0.7588145263934813,4,4,4,4,4,4,4,4,0
0.31727202334403093,0.2635966629699196,0.1908446189629625,0.3530395864181519,0.23898435673874696,0.07405599486940753,0,0,0,0,0,0,0,0,0
0.23789889593211866,0.2155900612931804,0.1880418924149565,0.18950274896459127,0.16704612291480384,0.2069116039912876,0,0,0,0,0,0,0,0,0
0.3460802076912728,0.20244291876043835,0.35604021790522555,0.35902324539466623,0.3378876596398184,0.3306549254321744,0,0,0,0,0,0,0,0,0
0.17161258935996004,0.26073108761847896,0.11273168945226875,0.3593668762140765,0.27359516810316376,0.29386491904538686,0,0,0,0,0,0,0,0,0
0.28252260881756747,0.24915696184971978,0.20995756818786107,0.3616907793151718,0.23685247005597837,0.33357985083322217,0,0,0,0,0,0,0,0,0
0.7473396183686151,0.6667157319231919,0.6717299096727402,0.7586064341229145,0.6951027418865158,0.8107431203418363,4,4,4,4,4,4,4,4,0
0.8235434870082334,0.7879478309551946,0.5928400261336217,0.6732759606270524,0.8673239116166555,0.59167827759995,4,4,4,4,4,4,4,4,0
0.7710069279335262,0.8386652121862277,0.6391628983772519,0.7720925818380022,0.6827618972708821,0.840232202663918,4,4,4,4,4,4,4,4,0
0.34161699630791753,0.15618080713146057,0.0016279334583329252,0.2493181218115403,0.13621876857699663,0.22717494458649493,4,1,2,3,0,2,2,0,1
0.7316648488993719,0.7733464497083455,0.7709752021658978,0.5930775527529221,0.8579190674002919,0.8525097717403203,4,4,4,4,4,4,4,4,0
0.8023142481528595,0.8059349180411604,0.6879847663931635,0.8629510564571369,0.8095464706005981,0.6616072814219054,4,4,4,4,4,4,4,4,0
0.3719997738813332,0.23087045907346898,0.20692713563295234,0.25606531016540424,0.1664408847080146,0.25471514886659347,0,0,0,0,0,0,0,0,0
0.8287178609407938,0.8034926140882139,0.8598041275072009,0.8329766680349615,0.7214140788587581,0.6917302946627779,4,4,4,4,4,4,4,4,0
0.7329511825914502,0.8038188765968381,0.6765599049365918,0.8578484173015488,0.8107124409024069,0.594118253926536,4,4,4,4,4,4,4,4,0
0.35143652789436386,0.34452973489962924,0.2587412320050187,0.2812773368748376,0.3579464048052416,0.21391545652766022,0,0,0,0,0,0,0,0,0
0.8279257496940612,0.8729678031487538,0.8127459742956826,0.6336666306119891,0.8178041998542169,0.843623036836608,4,4,4,4,4,4,4,4,0
0.837444987084136,0.6323937584119428,0.7071697431399951,0.6931589606800493,0.7288454352867957,0.7485209072638098,4,4,4,4,4,4,4,4,0
0.7030798362703781,0.7826536515522626,0.7194578718307871,0.6370790566047713,0.6886858756599582,0.7799447807618971,4,4,4,4,4,4,4,4,0
0.10471814972627352,0.3228234022398618,0.2041461171059294,0.26301564284376594,0.33913361040342094,0.1502714160132334,0,0,0,0,0,0,0,0,0
0.3708407466115204,0.32765266855002007,0.1892518669066529,0.24184204207289284,0.24992227722014668,0.3317881006522092,0,0,0,0,0,0,0,0,0
0.30962219657853074,0.11783443780800423,0.23699312580304305,0.3604232527964867,0.26596149250052536,0.17397139797209926,0,0,0,0,0,0,0,0,0
0.1900408261963327,0.2479726810248713,0.23773223095479887,0.3010834948764353,0.1750063119450479,0.17494300418934686,0,0,0,0,0,0,0,0,0
0.5982094923514434,0.7486587219631745,0.7697909603043728,0.7825504248748898,0.7650838910597754,0.7855647336684324,4,4,4,4,4,4,4,4,0
0.5262835578202815,0.7260680538546509,0.6953829425473926,0.8527100325276831,0.7630528865375514,0.8278126709247405,4,4,4,4,4,4,4,4,0
0.11986142881357709,0.25311233117449033,0.3283500949127802,0.2702198116350894,0.23759138797978002,0.3615087205301422,0,0,0,0,0,0,0,0,0
0.35144091871995564,0.1965144761121833,0.1378776301747287,0.15477597960356299,0.20402672509858247,0.1644036759679549,0,0,0,0,0,0,0,0,0
0.26657848696234543,0.2018333674853951,0.28023164274418766,0.3256355816395463,0.2610742415523691,0.16982012960158652,0,0,0,0,0,0,0,0,0
0.25688859376830775,0.22997790487780106,0.21602068971858063,0.30030160098301506,0.311091584764729,0.31033252742901846,0,0,0,0,0,0,0,0,0
0.2021939824193025,0.3620017212472822,0.1735829185666274,0.2695984629313789,0.27342720558954636,0.10217084424407086,0,0,0,0,0,0,0,0,0
0.2669554134479751,0.3110749327932363,0.026573824457242295,0.3242443249409254,0.22331640181268925,0.1979131430309264,0,0,0,0,0,0,0,0,0
0.09225918943907249,0.18767443274821313,0.22334103629024987,0.22558911366144843,0.2820929702996423,0.1764247768059442,0,0,0,0,0,0,0,0,0
0.3466223248546204,0.18995001001586678,0.3044261081494165,0.31583387401391566,0.3059737542448076,0.3354251647357398,0,0,0,0,0,0,0,0,0
0.6776346056360731,0.7711996107344352,0.7452303753239575,0.7568233848567134,0.7582095822944556,0.730509584977149,4,4,4,4,4,4,4,4,0
0.11716330383944829,0.24065454237332642,0.20160327069468492,0.2788886092333017,0.20396095482989823,0.46956286052653406,0,0,0,0,0,0,0,0,0
0.24289337071174236,0.384960867153717,0.30622607152371994,0.40996140703468664,0.20851166674285365,0.39924427399020157,0,0,0,0,0,0,0,0,0
0.757500465721969,0.7678752699256484,0.704136784639322,0.6772900198660508,0.8299929215006749,0.640589840395292,4,4,4,4,4,4,4,4,0
0.7562675601978459,0.9341492479533011,0.8479850585874616,0.8465435635676293,0.7708812948136873,0.6784016828629327,4,4,4,4,4,4,4,4,0
0.7941118728862908,0.8601805689666604,0.9648479668444248,0.5805209851016921,0.8012682645616468,0.7185682874281382,2,1,3,2,0,4,4,1,1
0.8613645290354747,1.073136296521285,0.8403109503527656,0.6938244033930601,0.7169462902330297,0.7614830333477164,1,3,2,4,3,1,2,0,1
0.7838376425179843,0.7683866599275688,0.7638316877281385,0.6703715099934691,0.832742411644586,0.6426827871084498,4,4,4,4,4,4,4,4,0
0.18664801809605813,0.1632004551708875,0.1682805327176124,0.35383766442480624,0.3660317304695371,0.30259218497515555,0,0,0,0,0,0,0,0,0
0.2599488785878062,0.2543450088705762,0.35643170922848777,0.272997688732085,0.12792754044977353,0.27679345360407914,0,0,0,0,0,0,0,0,0
0.3008104002832071,0.17336514586552682,0.18866980661933613,0.3391866044334611,0.321929593922688,0.3082737812017974,0,0,0,0,0,0,0,0,0
0.173587791116427,0.27798642298190296,0.33876978153882403,0.20773736741705578,0.19818859426756685,0.26397188513591974,0,0,0,0,0,0,0,0,0
0.6923004979391925,0.7576541330579046,0.9423545411772007,0.6992272399864568,0.9360636289752096,0.6513184298314929,4,4,4,4,4,4,4,4,0
0.6753117186013603,0.9220189610618553,0.6687261379648193,0.8259947903863165,0.7897924253972401,0.7765376332001769,4,4,4,4,4,4,4,4,0
0.7788796829199751,0.82286129671523,0.710230187037909,0.7032448666758311,0.6163055444354356,0.771297574123317,4,4,4,4,4,4,4,4,0
0.7574392715601497,0.8075142717945376,0.8076066642300177,0.9298251426885544,0.7460337061733874,0.8527044220544576,4,4,4,4,4,4,4,4,0
0.7078762108734272,0.670214462465269,0.5750156152246934,0.6005379180583857,0.6935354718127346,0.7949982594887115,4,4,4,4,4,4,4,4,0
0.7794163552965123,0.6659751579249198,0.6796545744586387,0.7411644022963507,0.6416327276317623,0.8533167434891331,4,4,4,4,4,4,4,4,0
0.8908775850882459,0.8169774221092165,0.7251387744288027,0.7349194455379328,0.7890272786440515,0.8026867622374739,4,4,4,4,4,4,4,4,0
0.42328795126612784,0.22036934158968224,0.2596502905727283,0.23736087664615618,0.21354671971612998,0.20695732189589092,0,0,0,0,0,0,0,0,0
0.20263142901975237,0.27406642259823694,0.37330832806846986,0.18578589797480033,0.3068780345215108,0.2603652202271108,0,0,0,0,0,0,0,0,0
0.8263659509860316,0.7514946526551707,0.7429175693057258,0.5717871931363847,0.609627029876562,0.828154655168607,4,4,4,4,4,4,4,4,0
0.22604619587862118,0.20295815610314752,0.1677458765054758,0.2513781024964326,0.36754348830837774,0.30952028807818915,0,0,0,0,0,0,0,0,0
0.12749995984136342,0.3364600345135159,0.24532021669136284,0.3333939746428589,0.2140997960618496,0.24343840855868865,0,0,0,0,0,0,0,0,0
0.34250967999038334,0.18035573428225554,0.2179784852604501,0.23732252801337714,0.23739948343521597,0.2661552585741245,0,0,0,0,0,0,0,0,0
0.28669328552146434,0.1734995433038749,0.3237604584381053,0.24915128558306518,0.23352121467809928,0.23766513598844635,0,0,0,0,0,0,0,0,0
0.7594784878930333,0.8878321786035058,0.8101185132915373,0.7586558415238877,0.8151965172524621,0.7729676009192246,4,4,4,4,4,4,4,4,0
0.1674651702284502,0.3533984507338449,0.2509641465827242,0.3019958691323365,0.2393882002830262,0.3126043218886912,0,0,0,0,0,0,0,0,0
